Name,StartTime,EndTime,BodyWeight,Exercise,Equipment,Reps,Weight,Time,Distance,Status,IsWarmup,RPE,RIR,Categories,Note
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Schrägbankdrücken (Multipresse),Machine,4,"55,0",,,Done,false,,,"Chest,Deltoids,Triceps",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Schrägbankdrücken (Multipresse),Machine,6,"50,0",,,Done,false,,,"Chest,Deltoids,Triceps",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Flys (Masch.),Machine,8,"57,5",,,Done,false,,,"Chest,Deltoids",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Flys (Masch.),Machine,5,"57,5",,,Done,false,,,"Chest,Deltoids",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Brustpresse,Machine,5,"50,0",,,Done,false,,,"Chest,Triceps,Deltoids",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Brustpresse,Machine,6,"42,5",,,Done,false,,,"Chest,Triceps,Deltoids",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Seitenheben (Masch.),Machine,9,"30,0",,,Done,false,,,"Deltoids,Trapezius",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Seitenheben (Masch.),Machine,5,"30,0",,,Done,false,,,"Deltoids,Trapezius",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6",Seitenheben (Masch.),Machine,4,"27,5",,,Done,false,,,"Deltoids,Trapezius",
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6","Trizepspushdowns (Seil, Einarmig, Rechts)",Cables,9,"10,0",,,Done,false,,,Triceps,
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6","Trizepspushdowns (Seil, Einarmig, Rechts)",Cables,8,"10,0",,,Done,false,,,Triceps,
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6","Trizepspushdowns (Seil, Einarmig, Links)",Cables,8,"10,0",,,Done,false,,,Triceps,
Push,2026-07-28T17:24:10Z,2026-07-28T18:41:56Z,"81,6","Trizepspushdowns (Seil, Einarmig, Links)",Cables,8,"10,0",,,Done,false,,,Triceps,
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Kreuzheben (Konventionell),Barbell,9,"70,0",,,Done,false,,,"Gluteals,Hamstrings,Quadriceps,Back (Lower),Trapezius",
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Kreuzheben (Konventionell),Barbell,10,"70,0",,,Done,false,,,"Gluteals,Hamstrings,Quadriceps,Back (Lower),Trapezius",
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Kreuzheben (Konventionell),Barbell,8,"70,0",,,Done,false,,,"Gluteals,Hamstrings,Quadriceps,Back (Lower),Trapezius",
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Beinpresse (45 Grad),Machine,11,"120,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors",
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Beinpresse (45 Grad),Machine,7,"120,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors",
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Beinpresse (45 Grad),Machine,7,"140,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors",
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Beinbeuger (Sitzend),Machine,10,"75,0",,,Done,false,,,Hamstrings,
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Beinbeuger (Sitzend),Machine,7,"75,0",,,Done,false,,,Hamstrings,
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Beinstrecker (Masch.),Machine,8,"75,0",,,Done,false,,,Quadriceps,
Legs,2026-07-29T18:41:16Z,2026-07-29T19:50:13Z,"80,8",Beinstrecker (Masch.),Machine,5,"75,0",,,Done,false,,,Quadriceps,
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",T-Bar Rudern (Brustgestützt),Machine,8,"60,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",T-Bar Rudern (Brustgestützt),Machine,6,"60,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",T-Bar Rudern (Brustgestützt),Machine,4,"60,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Schulterdrücken (Masch.),Machine,7,"27,5",,,Done,false,,,"Deltoids,Triceps,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Schulterdrücken (Masch.),Machine,6,"27,5",,,Done,false,,,"Deltoids,Triceps,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Flys (Masch.),Machine,9,"57,5",,,Done,false,,,"Chest,Deltoids",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Flys (Masch.),Machine,5,"57,5",,,Done,false,,,"Chest,Deltoids",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Flys (Masch.),Machine,7,"57,5",,,Done,false,,,"Chest,Deltoids",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Seitenheben (Masch.),Machine,8,"30,0",,,Done,false,,,"Deltoids,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Seitenheben (Masch.),Machine,6,"30,0",,,Done,false,,,"Deltoids,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7","Trizepspushdowns (Seil, Einarmig, Rechts)",Cables,8,"12,5",,,Done,false,,,Triceps,
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7","Trizepspushdowns (Seil, Einarmig, Rechts)",Cables,6,"12,5",,,Done,false,,,Triceps,
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7","Trizepspushdowns (Seil, Einarmig, Links)",Cables,8,"12,5",,,Done,false,,,Triceps,
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7","Trizepspushdowns (Seil, Einarmig, Links)",Cables,7,"12,5",,,Done,false,,,Triceps,
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Preacher Curls (Masch.),Machine,6,"35,0",,,Done,false,,,Biceps,
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Preacher Curls (Masch.),Machine,4,"35,0",,,Done,false,,,Biceps,
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Klimmzüge (Breit),None,8,"79,7",,,Done,false,,,"Lats,Biceps,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Klimmzüge (Breit),None,5,"79,7",,,Done,false,,,"Lats,Biceps,Trapezius",
Upper,2026-07-31T18:28:24Z,2026-07-31T20:35:20Z,"79,7",Klimmzüge (Breit),None,4,"79,7",,,Done,false,,,"Lats,Biceps,Trapezius",
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Squat (LH),Barbell,8,"60,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors,Back (Lower)",
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Squat (LH),Barbell,5,"60,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors,Back (Lower)",
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Beinbeuger (Sitzend),Machine,11,"75,0",,,Done,false,,,Hamstrings,
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Beinbeuger (Sitzend),Machine,7,"75,0",,,Done,false,,,Hamstrings,
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Beinbeuger (Sitzend),Machine,7,"75,0",,,Done,false,,,Hamstrings,
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Beinstrecker (Masch.),Machine,9,"75,0",,,Done,false,,,Quadriceps,
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Beinstrecker (Masch.),Machine,9,"75,0",,,Done,false,,,Quadriceps,
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Beinstrecker (Masch.),Machine,7,"75,0",,,Done,false,,,Quadriceps,
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Bankdrücken (Multipresse),Machine,8,"60,0",,,Done,false,,,"Chest,Triceps,Deltoids",
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Bankdrücken (Multipresse),Machine,6,"60,0",,,Done,false,,,"Chest,Triceps,Deltoids",
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Bankdrücken (Multipresse),Machine,5,"60,0",,,Done,false,,,"Chest,Triceps,Deltoids",
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Flys (Masch.),Machine,6,"57,5",,,Done,false,,,"Chest,Deltoids",
Lower,2026-08-02T16:54:55Z,2026-08-02T18:31:20Z,"79,4",Flys (Masch.),Machine,4,"57,5",,,Done,false,,,"Chest,Deltoids",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",T-Bar Rudern (Brustgestützt),Machine,8,"60,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",T-Bar Rudern (Brustgestützt),Machine,6,"60,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",T-Bar Rudern (Brustgestützt),Machine,5,"60,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",Latziehen (Eng),Cables,8,"67,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",Latziehen (Eng),Cables,5,"67,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",Latziehen (Eng),Cables,5,"67,0",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",Klimmzüge (Breit),None,7,"79,1",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",Klimmzüge (Breit),None,5,"79,1",,,Done,false,,,"Lats,Biceps,Trapezius",
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",Preacher Curls (Masch.),Machine,7,"35,0",,,Done,false,,,Biceps,
Pull,2026-08-03T14:05:55Z,2026-08-03T15:25:59Z,"79,1",Preacher Curls (Masch.),Machine,4,"35,0",,,Done,false,,,Biceps,
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Schrägbankdrücken (Multipresse),Machine,6,"55,0",,,Done,false,,,"Chest,Deltoids,Triceps",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Schrägbankdrücken (Multipresse),Machine,5,"55,0",,,Done,false,,,"Chest,Deltoids,Triceps",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Schrägbankdrücken (Multipresse),Machine,4,"55,0",,,Done,false,,,"Chest,Deltoids,Triceps",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Flys (Masch.),Machine,10,"57,5",,,Done,false,,,"Chest,Deltoids",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Flys (Masch.),Machine,8,"57,5",,,Done,false,,,"Chest,Deltoids",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Brustpresse,Machine,6,"50,0",,,Done,false,,,"Chest,Triceps,Deltoids",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Brustpresse,Machine,7,"45,0",,,Done,false,,,"Chest,Triceps,Deltoids",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Seitenheben (Masch.),Machine,8,"30,0",,,Done,false,,,"Deltoids,Trapezius",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Seitenheben (Masch.),Machine,7,"30,0",,,Done,false,,,"Deltoids,Trapezius",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1",Seitenheben (Masch.),Machine,6,"30,0",,,Done,false,,,"Deltoids,Trapezius",
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1","Trizepspushdowns (Seil, Einarmig, Rechts)",Cables,6,"12,5",,,Done,false,,,Triceps,
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1","Trizepspushdowns (Seil, Einarmig, Rechts)",Cables,6,"12,5",,,Done,false,,,Triceps,
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1","Trizepspushdowns (Seil, Einarmig, Links)",Cables,6,"12,5",,,Done,false,,,Triceps,
Push,2026-08-04T15:05:55Z,2026-08-04T16:22:51Z,"79,1","Trizepspushdowns (Seil, Einarmig, Links)",Cables,6,"12,5",,,Done,false,,,Triceps,
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Kreuzheben (Konventionell),Barbell,8,"75,0",,,Done,false,,,"Gluteals,Hamstrings,Quadriceps,Back (Lower),Trapezius",
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinpresse (45 Grad),Machine,10,"160,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors",
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinpresse (45 Grad),Machine,7,"160,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors",
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinpresse (45 Grad),Machine,5,"160,0",,,Done,false,,,"Quadriceps,Gluteals,Hamstrings,Adductors",
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinbeuger (Sitzend),Machine,8,"77,5",,,Done,false,,,Hamstrings,
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinbeuger (Sitzend),Machine,7,"77,5",,,Done,false,,,Hamstrings,
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinbeuger (Sitzend),Machine,5,"77,5",,,Done,false,,,Hamstrings,
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinstrecker (Masch.),Machine,8,"75,0",,,Done,false,,,Quadriceps,
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Beinstrecker (Masch.),Machine,9,"75,0",,,Done,false,,,Quadriceps,
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Klimmzüge (Breit),None,10,"79,2",,,Done,false,,,"Lats,Biceps,Trapezius",
Legs,2026-08-05T17:46:03Z,2026-08-05T19:52:18Z,"79,1",Klimmzüge (Breit),None,5,"79,2",,,Done,false,,,"Lats,Biceps,Trapezius",
